Date,Balance,Price,% Change_in_Balance,Balance_Diff,Value_Dollars,Change_in_Value
05/07,28.0,0.0,0.0,0.0,1.1536,0.0
05/07,28.0,0.0,0.0,0.0,1.1536,0.0
05/07,28.0,0.0,0.0,0.0,1.1536,0.0
05/07,28.0,0.0,0.0,0.0,1.1536,0.0
06/07,28.0,0.0,0.0,0.0,1.1536,0.0
06/07,28.0,0.0,0.0,0.0,1.1536,0.0
06/07,28.0,0.0,0.0,0.0,1.1536,0.0
06/07,28.0,0.0,0.0,0.0,1.1536,0.0
06/07,28.0,0.0,0.0,0.0,1.1536,0.0
06/07,28.0,0.0,0.0,0.0,1.1536,0.0
06/07,28.0,0.0,0.0,0.0,1.1536,0.0
06/07,28.0,0.0,0.0,0.0,1.1536,0.0
06/07,28.0,0.0,0.0,0.0,1.1536,0.0
06/07,28.0,0.0,0.0,0.0,1.1536,0.0
06/07,28.0,0.0,0.0,0.0,1.1536,0.0
06/07,28.0,0.0,0.0,0.0,1.1536,0.0
06/07,28.0,0.0,0.0,0.0,1.1536,0.0
06/07,28.0,0.0,0.0,0.0,1.1536,0.0
06/07,28.0,0.0,0.0,0.0,1.1536,0.0
06/07,28.0,0.0,0.0,0.0,1.1536,0.0
06/07,28.0,0.0,0.0,0.0,1.1536,0.0
06/07,28.0,0.0,0.0,0.0,1.1536,0.0
06/07,30.0,0.0,7.14285714285714,2.0,1.236,0.0
06/07,32.0,0.0,14.28571428571428,2.0,1.3184,0.0
06/07,34.0,0.0,21.42857142857142,2.0,1.4008,0.0
06/07,36.0,0.0,28.57142857142858,2.0,1.4832,0.0
06/07,36.0,0.0,28.57142857142858,0.0,1.4832,0.0
06/07,36.0,0.0,28.57142857142858,0.0,1.4832,0.0
06/07,36.0,0.0,28.57142857142858,0.0,1.4832,0.0
06/07,36.0,0.0,28.57142857142858,0.0,1.4832,0.0
06/07,36.0,0.0,28.57142857142858,0.0,1.4832,0.0
06/07,36.0,0.0,28.57142857142858,0.0,1.4832,0.0
06/07,36.0,0.0,28.57142857142858,0.0,1.4832,0.0
06/07,36.0,0.0,28.57142857142858,0.0,1.4832,0.0
06/07,36.0,0.0,19.999999999999996,0.0,1.4832,0.0
06/07,36.0,0.0,12.5,0.0,1.4832,0.0
06/07,36.0,0.0,5.882352941176472,0.0,1.4832,0.0
06/07,36.0,0.0,0.0,0.0,1.4832,0.0
06/07,36.0,0.0,0.0,0.0,1.4832,0.0
06/07,36.0,0.0,0.0,0.0,1.4832,0.0
06/07,36.0,0.0,0.0,0.0,1.4832,0.0
06/07,36.0,0.0,0.0,0.0,1.4832,0.0
06/07,36.0,0.0,0.0,0.0,1.4832,0.0
06/07,36.0,0.0,0.0,0.0,1.4832,0.0
06/07,36.0,0.0,0.0,0.0,1.4832,0.0
06/07,36.0,0.0,0.0,0.0,1.4832,0.0
06/07,36.0,0.0,0.0,0.0,1.4832,0.0
06/07,36.0,0.0,0.0,0.0,1.4832,0.0
06/07,36.0,0.0,0.0,0.0,1.4832,0.0
06/07,36.0,0.0,0.0,0.0,1.4832,0.0
06/07,36.0,0.0,0.0,0.0,1.4832,0.0
06/07,36.0,0.0,0.0,0.0,1.4832,0.0
07/07,36.0,0.0,0.0,0.0,1.4832,0.0
07/07,36.0,0.0,0.0,0.0,1.4832,0.0
07/07,36.0,0.0,0.0,0.0,1.4832,0.0
07/07,36.0,0.0,0.0,0.0,1.4832,0.0
07/07,36.0,0.0,0.0,0.0,1.4832,0.0
07/07,36.0,0.0,0.0,0.0,1.4832,0.0
07/07,36.0,0.0,0.0,0.0,1.4832,0.0
07/07,36.0,0.0,0.0,0.0,1.4832,0.0
07/07,36.0,0.0,0.0,0.0,1.4832,0.0
07/07,36.0,0.0,0.0,0.0,1.4832,0.0
07/07,36.0,0.0,0.0,0.0,1.4832,0.0
07/07,36.0,0.0,0.0,0.0,1.4832,0.0
07/07,36.0,0.0,0.0,0.0,1.4832,0.0
07/07,36.0,0.0,0.0,0.0,1.4832,0.0
07/07,36.0,0.0,0.0,0.0,1.4832,0.0
07/07,36.0,0.0,0.0,0.0,1.4832,0.0
07/07,36.0,0.0,0.0,0.0,1.4832,0.0
07/07,36.0,0.0,0.0,0.0,1.4832,0.0
07/07,36.0,0.0,0.0,0.0,1.4832,0.0
07/07,36.0,0.0,0.0,0.0,1.4832,0.0
07/07,36.0,0.0,0.0,0.0,1.4832,0.0
07/07,36.0,0.0,0.0,0.0,1.4832,0.0
07/07,36.0,0.0,0.0,0.0,1.4832,0.0
07/07,36.0,0.0,0.0,0.0,1.4832,0.0
07/07,36.0,0.0,0.0,0.0,1.4832,0.0
07/07,36.0,0.0,0.0,0.0,1.4832,0.0
07/07,36.0,0.0,0.0,0.0,1.4832,0.0
07/07,36.0,0.0,0.0,0.0,1.4832,0.0
07/07,36.0,0.0,0.0,0.0,1.4832,0.0
07/07,36.0,0.0,0.0,0.0,1.4832,0.0
07/07,36.0,0.0,0.0,0.0,1.4832,0.0
07/07,36.0,0.0,0.0,0.0,1.4832,0.0
07/07,36.0,0.0,0.0,0.0,1.4832,0.0
07/07,36.0,0.0,0.0,0.0,1.4832,0.0
07/07,36.0,0.0,0.0,0.0,1.4832,0.0
07/07,36.0,0.0,0.0,0.0,1.4832,0.0
07/07,36.0,0.0,0.0,0.0,1.4832,0.0
07/07,36.0,0.0,0.0,0.0,1.4832,0.0
07/07,36.0,0.0,0.0,0.0,1.4832,0.0
07/07,36.0,0.0,0.0,0.0,1.4832,0.0
07/07,36.0,0.0,0.0,0.0,1.4832,0.0
07/07,36.0,0.0,0.0,0.0,1.4832,0.0
07/07,36.0,0.0,0.0,0.0,1.4832,0.0
07/07,36.0,0.0,0.0,0.0,1.4832,0.0
07/07,36.0,0.9,0.0,0.0,1.4832,0.0
07/07,36.0,0.9,0.0,0.0,1.4832,0.0
07/07,36.0,0.9,0.0,0.0,1.4832,0.0
07/07,36.0,0.9,0.0,0.0,1.4832,0.0
08/07,36.0,0.9,0.0,0.0,1.4832,0.0
08/07,36.0,0.9,0.0,0.0,1.4832,0.0
08/07,36.0,0.9,0.0,0.0,1.4832,0.0
08/07,36.0,0.9,0.0,0.0,1.4832,0.0
08/07,36.0,0.9,0.0,0.0,1.4832,0.0
08/07,36.0,0.9,0.0,0.0,1.4832,0.0
08/07,36.0,0.9,0.0,0.0,1.4832,0.0
08/07,36.0,0.9,0.0,0.0,1.4832,0.0
08/07,36.0,0.9,0.0,0.0,1.4832,0.0
08/07,36.0,0.9,0.0,0.0,1.4832,0.0
08/07,36.0,0.9,0.0,0.0,1.4832,0.0
08/07,36.0,0.9,0.0,0.0,1.4832,0.0
08/07,36.0,0.9,0.0,0.0,1.4832,0.0
08/07,36.0,0.9,0.0,0.0,1.4832,0.0
08/07,36.0,0.9,0.0,0.0,1.4832,0.0
08/07,36.0,0.9,0.0,0.0,1.4832,0.0
08/07,36.0,0.9,0.0,0.0,1.4832,0.0
08/07,36.0,0.9,0.0,0.0,1.4832,0.0
08/07,36.0,0.9,0.0,0.0,1.4832,0.0
08/07,36.0,0.9,0.0,0.0,1.4832,0.0
08/07,36.0,0.9,0.0,0.0,1.4832,0.0
08/07,36.0,0.9,0.0,0.0,1.4832,0.0
08/07,36.0,0.9,0.0,0.0,1.4832,0.0
08/07,36.0,0.9,0.0,0.0,1.4832,0.0
08/07,36.0,0.9,0.0,0.0,1.4832,0.0
08/07,36.0,0.9,0.0,0.0,1.4832,0.0
08/07,36.0,0.9,0.0,0.0,1.4832,0.0
08/07,36.0,0.9,0.0,0.0,1.4832,0.0
08/07,36.0,0.9,0.0,0.0,1.4832,0.0
08/07,36.0,0.9,0.0,0.0,1.4832,0.0
08/07,36.0,0.9,0.0,0.0,1.4832,0.0
08/07,36.0,0.9,0.0,0.0,1.4832,0.0
08/07,36.0,0.9,0.0,0.0,1.4832,0.0
08/07,36.0,0.9,0.0,0.0,1.4832,0.0
08/07,36.0,0.9,0.0,0.0,1.4832,0.0
08/07,36.0,0.9,0.0,0.0,1.4832,0.0
08/07,36.0,0.9,0.0,0.0,1.4832,0.0
08/07,36.0,0.9,0.0,0.0,1.4832,0.0
08/07,36.0,0.9,0.0,0.0,1.4832,0.0
08/07,36.0,0.9,0.0,0.0,1.4832,0.0
08/07,36.0,0.9,0.0,0.0,1.4832,0.0
08/07,36.0,0.9,0.0,0.0,1.4832,0.0
08/07,36.0,0.9,0.0,0.0,1.4832,0.0
08/07,36.0,0.9,0.0,0.0,1.4832,0.0
08/07,36.2,0.9,0.5555555555555536,0.20000000000000284,1.49144,0.18000000000000257
08/07,36.4,0.9,1.1111111111111072,0.19999999999999574,1.49968,0.17999999999999616
08/07,36.6,0.9,1.6666666666666607,0.20000000000000284,1.5079200000000001,0.18000000000000257
08/07,36.8,0.9,2.2222222222222143,0.19999999999999574,1.51616,0.17999999999999616
09/07,37.0,0.9,2.777777777777768,0.20000000000000284,1.5244,0.18000000000000257
09/07,37.2,0.9,3.3333333333333437,0.20000000000000284,1.5326400000000002,0.18000000000000257
09/07,37.4,0.9,3.888888888888875,0.19999999999999574,1.54088,0.17999999999999616
09/07,37.6,0.9,4.444444444444451,0.20000000000000284,1.54912,0.18000000000000257
09/07,37.8,0.9,4.999999999999982,0.19999999999999574,1.5573599999999999,0.17999999999999616
09/07,38.0,0.9,5.555555555555558,0.20000000000000284,1.5656,0.18000000000000257
09/07,38.2,0.9,6.111111111111112,0.20000000000000284,1.5738400000000001,0.18000000000000257
09/07,38.4,0.9,6.666666666666665,0.19999999999999574,1.58208,0.17999999999999616
09/07,38.6,0.9,6.629834254143652,0.20000000000000284,1.5903200000000002,0.18000000000000257
09/07,38.8,0.9,6.593406593406592,0.19999999999999574,1.59856,0.17999999999999616
09/07,39.0,0.9,6.557377049180313,0.20000000000000284,1.6068,0.18000000000000257
09/07,39.2,0.9,6.521739130434789,0.20000000000000284,1.61504,0.18000000000000257
09/07,39.4,0.9,6.486486486486487,0.19999999999999574,1.62328,0.17999999999999616
09/07,39.6,0.9,6.451612903225801,0.20000000000000284,1.63152,0.18000000000000257
09/07,39.8,0.9,6.417112299465244,0.19999999999999574,1.6397599999999999,0.17999999999999616
09/07,40.0,0.825,6.382978723404253,0.20000000000000284,1.6480000000000001,0.16500000000000234
09/07,40.0,0.7999999999999999,5.820105820105836,0.0,1.6480000000000001,0.0
09/07,40.0,0.775,5.263157894736836,0.0,1.6480000000000001,0.0
09/07,40.0,0.75,4.712041884816753,0.0,1.6480000000000001,0.0
09/07,40.0,0.75,4.166666666666674,0.0,1.6480000000000001,0.0
09/07,40.0,0.75,3.626943005181338,0.0,1.6480000000000001,0.0
09/07,40.0,0.75,3.0927835051546504,0.0,1.6480000000000001,0.0
09/07,40.0,0.75,2.564102564102555,0.0,1.6480000000000001,0.0
09/07,40.0,0.75,2.0408163265306145,0.0,1.6480000000000001,0.0
09/07,40.0,0.75,1.522842639593902,0.0,1.6480000000000001,0.0
09/07,40.0,0.75,1.0101010101010166,0.0,1.6480000000000001,0.0
09/07,40.0,0.75,0.5025125628140836,0.0,1.6480000000000001,0.0
09/07,40.0,0.75,0.0,0.0,1.6480000000000001,0.0
09/07,40.0,0.75,0.0,0.0,1.6480000000000001,0.0
09/07,40.0,0.75,0.0,0.0,1.6480000000000001,0.0
09/07,40.0,0.75,0.0,0.0,1.6480000000000001,0.0
09/07,40.0,0.75,0.0,0.0,1.6480000000000001,0.0
09/07,40.0,0.75,0.0,0.0,1.6480000000000001,0.0
09/07,40.0,0.75,0.0,0.0,1.6480000000000001,0.0
09/07,40.0,0.75,0.0,0.0,1.6480000000000001,0.0
09/07,40.0,0.75,0.0,0.0,1.6480000000000001,0.0
09/07,40.0,0.75,0.0,0.0,1.6480000000000001,0.0
09/07,40.0,0.75,0.0,0.0,1.6480000000000001,0.0
09/07,40.0,0.75,0.0,0.0,1.6480000000000001,0.0
09/07,40.0,0.75,0.0,0.0,1.6480000000000001,0.0
09/07,40.0,0.75,0.0,0.0,1.6480000000000001,0.0
09/07,40.0,0.75,0.0,0.0,1.6480000000000001,0.0
09/07,40.0,0.75,0.0,0.0,1.6480000000000001,0.0
09/07,40.0,0.75,0.0,0.0,1.6480000000000001,0.0
09/07,40.0,0.75,0.0,0.0,1.6480000000000001,0.0
09/07,40.0,0.75,0.0,0.0,1.6480000000000001,0.0
09/07,40.0,0.75,0.0,0.0,1.6480000000000001,0.0
09/07,40.0,0.75,0.0,0.0,1.6480000000000001,0.0
10/07,40.0,0.75,0.0,0.0,1.6480000000000001,0.0
10/07,40.0,0.75,0.0,0.0,1.6480000000000001,0.0
10/07,40.0,0.75,0.0,0.0,1.6480000000000001,0.0
10/07,40.0,0.75,0.0,0.0,1.6480000000000001,0.0
10/07,40.0,0.75,0.0,0.0,1.6480000000000001,0.0
10/07,40.0,0.75,0.0,0.0,1.6480000000000001,0.0
10/07,40.0,0.75,0.0,0.0,1.6480000000000001,0.0
10/07,40.0,0.75,0.0,0.0,1.6480000000000001,0.0
10/07,40.0,0.75,0.0,0.0,1.6480000000000001,0.0
10/07,40.0,0.75,0.0,0.0,1.6480000000000001,0.0
10/07,40.0,0.75,0.0,0.0,1.6480000000000001,0.0
10/07,40.0,0.75,0.0,0.0,1.6480000000000001,0.0
10/07,40.0,0.75,0.0,0.0,1.6480000000000001,0.0
10/07,40.0,0.75,0.0,0.0,1.6480000000000001,0.0
10/07,40.0,0.75,0.0,0.0,1.6480000000000001,0.0
10/07,40.0,0.75,0.0,0.0,1.6480000000000001,0.0
10/07,40.0,0.75,0.0,0.0,1.6480000000000001,0.0
10/07,40.0,0.75,0.0,0.0,1.6480000000000001,0.0
10/07,40.0,0.75,0.0,0.0,1.6480000000000001,0.0
10/07,40.0,0.75,0.0,0.0,1.6480000000000001,0.0
10/07,40.0,0.75,0.0,0.0,1.6480000000000001,0.0
10/07,40.0,0.75,0.0,0.0,1.6480000000000001,0.0
10/07,40.0,0.75,0.0,0.0,1.6480000000000001,0.0
10/07,40.0,0.75,0.0,0.0,1.6480000000000001,0.0
10/07,40.0,0.75,0.0,0.0,1.6480000000000001,0.0
10/07,40.0,0.75,0.0,0.0,1.6480000000000001,0.0
10/07,40.0,0.75,0.0,0.0,1.6480000000000001,0.0
10/07,40.0,0.75,0.0,0.0,1.6480000000000001,0.0
10/07,40.0,0.75,0.0,0.0,1.6480000000000001,0.0
10/07,40.0,0.75,0.0,0.0,1.6480000000000001,0.0
10/07,40.07843137254903,0.75,0.19607843137259273,0.07843137254903354,1.6512313725490202,0.058823529411775155
10/07,40.15686274509804,0.75,0.39215686274509665,0.07843137254900512,1.6544627450980391,0.05882352941175384
10/07,40.23529411764706,0.75,0.588235294117645,0.07843137254901933,1.6576941176470588,0.0588235294117645
10/07,40.31372549019608,0.75,0.7843137254901933,0.07843137254901933,1.6609254901960784,0.0588235294117645
10/07,40.392156862745104,0.75,0.9803921568627638,0.07843137254902643,1.6641568627450982,0.058823529411769826
10/07,40.470588235294116,0.75,1.17647058823529,0.07843137254901222,1.6673882352941176,0.05882352941175917
10/07,40.549019607843135,0.75,1.3725490196078383,0.07843137254901933,1.6706196078431372,0.0588235294117645
10/07,40.627450980392155,0.75,1.5686274509803866,0.07843137254901933,1.6738509803921569,0.0588235294117645
10/07,40.70588235294117,0.75,1.7647058823529127,0.07843137254901222,1.677082352941176,0.05882352941175917
10/07,40.784313725490186,0.75,1.960784313725461,0.07843137254901933,1.6803137254901956,0.0588235294117645
10/07,40.86274509803921,0.75,2.1568627450980316,0.07843137254902643,1.6835450980392155,0.058823529411769826
10/07,40.941176470588225,0.75,2.3529411764705577,0.07843137254901222,1.6867764705882349,0.05882352941175917
10/07,41.01960784313725,0.75,2.348336594911893,0.07843137254902643,1.6900078431372547,0.058823529411769826
10/07,41.098039215686285,0.75,2.343750000000022,0.07843137254903354,1.693239215686275,0.058823529411775155
10/07,41.1764705882353,0.75,2.3391812865497075,0.07843137254901222,1.6964705882352942,0.05882352941175917
10/07,41.25490196078432,0.75,2.3346303501945886,0.07843137254902643,1.6997019607843142,0.058823529411769826
10/07,41.333333333333336,0.75,2.3300970873786353,0.07843137254901222,1.7029333333333334,0.05882352941175917
10/07,41.411764705882355,0.75,2.3255813953488413,0.07843137254901933,1.706164705882353,0.0588235294117645
11/07,41.490196078431374,0.75,2.3210831721470093,0.07843137254901933,1.7093960784313726,0.0588235294117645
11/07,41.568627450980394,0.75,2.316602316602334,0.07843137254901933,1.7126274509803923,0.0588235294117645
11/07,41.647058823529406,0.75,2.3121387283236983,0.07843137254901222,1.7158588235294114,0.05882352941175917
11/07,41.72549019607843,0.75,2.307692307692344,0.07843137254902643,1.7190901960784315,0.058823529411769826
11/07,41.80392156862745,0.75,2.303262955854146,0.07843137254901933,1.7223215686274511,0.0588235294117645
11/07,41.882352941176464,0.75,2.298850574712663,0.07843137254901222,1.7255529411764703,0.05882352941175917
11/07,41.96078431372549,0.75,2.294455066921608,0.07843137254902643,1.7287843137254901,0.058823529411769826
11/07,42.03921568627451,0.75,2.290076335877833,0.07843137254901933,1.7320156862745097,0.0588235294117645
11/07,42.117647058823536,0.75,2.285714285714291,0.07843137254902643,1.7352470588235298,0.058823529411769826
11/07,42.19607843137255,0.75,2.2813688212927508,0.07843137254901222,1.738478431372549,0.05882352941175917
11/07,42.27450980392157,0.75,2.2770398481973375,0.07843137254901933,1.7417098039215686,0.0588235294117645
11/07,42.352941176470594,0.75,2.2727272727272707,0.07843137254902643,1.7449411764705884,0.058823529411769826
11/07,42.431372549019606,0.75,2.2684310018903586,0.07843137254901222,1.7481725490196078,0.05882352941175917
11/07,42.50980392156863,0.75,2.264150943396226,0.07843137254902643,1.7514039215686277,0.058823529411769826
11/07,42.588235294117645,0.75,2.259887005649719,0.07843137254901222,1.754635294117647,0.05882352941175917
11/07,42.66666666666666,0.75,2.255639097744333,0.07843137254901222,1.7578666666666662,0.05882352941175917
11/07,42.74509803921568,0.75,2.2514071294558846,0.07843137254901933,1.7610980392156859,0.0588235294117645
11/07,42.8235294117647,0.75,2.2471910112359605,0.07843137254902643,1.7643294117647057,0.058823529411769826
11/07,42.901960784313715,0.75,2.24299065420559,0.07843137254901222,1.767560784313725,0.05882352941175917
11/07,42.98039215686275,0.75,2.2388059701492713,0.07843137254903354,1.7707921568627452,0.058823529411775155
11/07,43.058823529411775,0.75,2.2346368715083775,0.07843137254902643,1.7740235294117652,0.058823529411769826
11/07,43.137254901960794,0.75,2.230483271375494,0.07843137254901933,1.7772549019607848,0.0588235294117645
11/07,43.215686274509814,0.75,2.2263450834879572,0.07843137254901933,1.7804862745098045,0.0588235294117645
11/07,43.29411764705883,0.75,2.2222222222222365,0.07843137254901933,1.7837176470588239,0.0588235294117645
11/07,43.37254901960785,0.75,2.2181146025878284,0.07843137254901933,1.7869490196078435,0.0588235294117645
11/07,43.450980392156865,0.75,2.2140221402213944,0.07843137254901222,1.7901803921568629,0.05882352941175917
11/07,43.529411764705884,0.75,2.209944751381232,0.07843137254901933,1.7934117647058825,0.0588235294117645
11/07,43.607843137254896,0.75,2.205882352941191,0.07843137254901222,1.7966431372549017,0.05882352941175917
11/07,43.68627450980392,0.75,2.2018348623853434,0.07843137254902643,1.7998745098039217,0.058823529411769826
11/07,43.764705882352935,0.75,2.19780219780219,0.07843137254901222,1.803105882352941,0.05882352941175917
11/07,43.84313725490196,0.75,2.1937842778793737,0.07843137254902643,1.8063372549019607,0.058823529411769826
11/07,43.92156862745098,0.75,2.1897810218977964,0.07843137254901933,1.8095686274509803,0.0588235294117645
11/07,44.0,0.75,2.185792349726756,0.07843137254901933,1.8128,0.0588235294117645
11/07,44.0,0.75,1.9999999999999796,0.0,1.8128,0.0
11/07,44.0,0.75,1.8148820326678639,0.0,1.8128,0.0
11/07,44.0,0.75,1.6304347826086696,0.0,1.8128,0.0
11/07,44.0,0.75,1.446654611211562,0.0,1.8128,0.0
11/07,44.0,0.75,1.2635379061371799,0.0,1.8128,0.0
11/07,44.0,0.75,1.08108108108107,0.0,1.8128,0.0
11/07,44.0,0.75,0.899280575539585,0.0,1.8128,0.0
11/07,44.0,0.75,0.7181328545780907,0.0,1.8128,0.0
11/07,44.0,0.75,0.5376344086021723,0.0,1.8128,0.0
11/07,44.0,0.75,0.3577817531305927,0.0,1.8128,0.0
11/07,44.0,0.75,0.17857142857142794,0.0,1.8128,0.0
11/07,44.0,0.75,0.0,0.0,1.8128,0.0
11/07,44.050632911392405,0.7468354430379747,0.11507479861909697,0.05063291139240533,1.814886075949367,0.03781445281204955
11/07,44.101265822784825,0.7436708860759493,0.23014959723823836,0.050632911392419544,1.8169721518987347,0.03765422207980567
11/07,44.151898734177216,0.7405063291139241,0.3452243958573131,0.05063291139239112,1.8190582278481013,0.03749399134753014
12/07,44.20253164556962,0.7373417721518988,0.4602991944764101,0.05063291139240533,1.8211443037974684,0.03733376061528621
12/07,44.253164556962034,0.7341772151898734,0.5753739930955293,0.05063291139241244,1.8232303797468359,0.03717352988303698
12/07,44.303797468354425,0.7310126582278481,0.690448791714604,0.05063291139239112,1.8253164556962023,0.037013299150766926
12/07,44.354430379746844,0.7278481012658228,0.8055235903337454,0.050632911392419544,1.82740253164557,0.03685306841853321
12/07,44.40506329113924,0.7246835443037974,0.9205983889528202,0.05063291139239823,1.8294886075949368,0.036692837686263274
12/07,44.455696202531655,0.7215189873417721,1.0356731875719394,0.05063291139241244,1.8315746835443043,0.0365326069540191
12/07,44.506329113924046,0.7183544303797469,1.1507479861910141,0.05063291139239112,1.8336607594936707,0.03637237622174932
12/07,44.55696202531646,0.7151898734177216,1.2658227848101333,0.05063291139241244,1.8357468354430382,0.03621214548951016
12/07,44.60759493670887,0.7120253164556962,1.3808975834292525,0.05063291139241244,1.8378329113924055,0.03605191475725569
12/07,44.658227848101255,0.7088607594936709,1.3793103448275668,0.05063291139238402,1.8399189873417718,0.03589168402498107
12/07,44.708860759493675,0.7056962025316456,1.3777267508610525,0.050632911392419544,1.8420050632911393,0.035731453292751764
12/07,44.759493670886066,0.7025316455696202,1.3761467889908063,0.05063291139239112,1.844091139240506,0.0355712225604773
12/07,44.81012658227848,0.6993670886075949,1.3745704467353903,0.05063291139241244,1.8461772151898734,0.03541099182823781
12/07,44.860759493670884,0.6962025316455697,1.372997711670454,0.05063291139240533,1.8482632911392405,0.0352507610959784
12/07,44.91139240506329,0.6930379746835443,1.371428571428579,0.05063291139240533,1.8503493670886075,0.03509053036372395
12/07,44.96202531645571,0.689873417721519,1.3698630136986356,0.050632911392419544,1.8524354430379752,0.034930299631479304
12/07,45.0126582278481,0.6867088607594937,1.36830102622576,0.05063291139239112,1.8545215189873416,0.034770068899205295
12/07,45.063291139240505,0.6835443037974683,1.3667425968109104,0.05063291139240533,1.856607594936709,0.03460983816696061
12/07,45.113924050632896,0.6803797468354429,1.365187713310556,0.05063291139239112,1.8586936708860753,0.03444960743469649
12/07,45.164556962025316,0.6772151898734178,1.3636363636363447,0.050632911392419544,1.860779746835443,0.03428937670246134
12/07,45.21518987341772,0.6740506329113924,1.3620885357547907,0.05063291139240533,1.86286582278481,0.03412914597019727
12/07,45.26582278481013,0.6708860759493671,1.3605442176871207,0.05063291139241244,1.8649518987341775,0.03396891523794759
12/07,45.31645569620254,0.6677215189873418,1.3590033975084959,0.05063291139240533,1.8670379746835446,0.03380868450568837
12/07,45.36708860759494,0.6645569620253164,1.3574660633484337,0.05063291139239823,1.8691240506329114,0.033648453773429204
12/07,45.41772151898734,0.6613924050632911,1.3559322033898313,0.05063291139240533,1.8712101265822785,0.033488223041179474
12/07,45.468354430379755,0.6582278481012658,1.3544018058690988,0.05063291139241244,1.873296202531646,0.0333279923089297
12/07,45.518987341772146,0.6550632911392406,1.3528748590755368,0.05063291139239112,1.8753822784810124,0.03316776157666128
12/07,45.56962025316456,0.6518987341772152,1.3513513513513375,0.05063291139241244,1.8774683544303798,0.03300753084442077
12/07,45.620253164556964,0.6487341772151899,1.3498312710911176,0.05063291139240533,1.879554430379747,0.032847300112161686
12/07,45.67088607594936,0.6455696202531646,1.348314606741563,0.05063291139239823,1.8816405063291137,0.03268706937990265
12/07,45.72151898734179,0.6424050632911392,1.3468013468014073,0.05063291139242665,1.8837265822784817,0.032526838647666485
12/07,45.77215189873418,0.6392405063291139,1.3452914798206317,0.05063291139239112,1.8858126582278483,0.03236660791538926
12/07,45.82278481012658,0.6360759493670887,1.3437849944008873,0.05063291139239823,1.887898734177215,0.03220637718313938
12/07,45.87341772151899,0.6329113924050633,1.342281879194629,0.05063291139241244,1.8899848101265824,0.03204614645089395
12/07,45.924050632911396,0.629746835443038,1.3407821229050265,0.05063291139240533,1.8920708860759494,0.031885915718635006
